,TIMESTAMP,RECORD,Temp_degC,EC_uScm,pH,DO_Sat,DO_mg,Turbidity_NTU,Chloraphylla_ugL
9975,2015-08-21 23:33:30,42927,20.5,48230,7.87,80.3,6.01,5.3,1.1
9976,2015-08-22 00:03:30,42928,20.55,48370,7.87,80.3,6.0,6.8,1.4
9977,2015-08-22 00:33:30,42929,20.53,48420,7.88,80.4,6.01,5.0,2.0
9978,2015-08-22 01:03:30,42930,20.45,48030,7.85,75.8,5.68,4.5,1.0
9979,2015-08-22 01:33:30,42931,20.44,48030,7.88,78.2,5.86,5.3,1.2
9980,2015-08-22 02:03:30,42932,20.41,48310,7.84,77.2,5.78,5.8,1.3
9981,2015-08-22 02:33:30,42933,20.46,48530,7.87,79.0,5.91,5.0,1.8
9982,2015-08-22 03:03:30,42934,20.37,48530,7.83,76.5,5.73,5.9,1.2
9983,2015-08-22 03:33:30,42935,20.34,48450,7.83,76.7,5.75,5.6,0.8
9984,2015-08-22 04:03:30,42936,20.35,48350,7.84,76.0,5.7,5.6,0.3
9985,2015-08-22 04:33:30,42937,20.35,48220,7.85,77.2,5.79,5.9,0.7
9986,2015-08-22 05:03:30,42938,20.33,48070,7.87,78.0,5.86,5.8,1.1
9987,2015-08-22 05:33:30,42939,20.31,47910,7.86,78.3,5.89,5.2,0.4
9988,2015-08-22 06:03:30,42940,20.28,47750,7.84,77.7,5.85,6.2,0.9
9989,2015-08-22 06:33:30,42941,20.21,47490,7.86,80.3,6.06,6.9,1.1
9990,2015-08-22 07:03:30,42942,20.19,47210,7.84,77.0,5.82,6.1,0.4
9991,2015-08-22 07:33:30,42943,20.23,47200,7.88,79.5,6.0,6.0,0.9
9992,2015-08-22 08:03:30,42944,20.31,47270,7.85,79.0,5.95,6.5,0.4
9993,2015-08-22 08:33:30,42945,20.47,47230,7.89,81.9,6.15,5.1,0.9
9994,2015-08-22 09:03:30,42946,20.72,47240,7.9,84.2,6.3,5.8,0.7
9995,2015-08-22 09:33:30,42947,20.91,47290,7.9,84.6,6.31,5.9,0.6
9996,2015-08-22 10:03:30,42948,20.94,47400,7.9,84.8,6.31,9.5,1.8
9997,2015-08-22 10:33:30,42949,21.04,47440,7.87,83.5,6.2,8.8,0.5
9998,2015-08-22 11:03:30,42950,21.1,47640,7.89,84.3,6.25,8.3,1.5
9999,2015-08-22 11:33:30,42951,21.18,47630,7.9,85.3,6.32,6.2,1.5
10000,2015-08-22 12:03:30,42952,21.21,47660,7.9,86.2,6.38,6.5,2.3
10001,2015-08-22 12:33:30,42953,21.29,47850,7.88,85.8,6.34,8.6,1.5
10002,2015-08-22 13:03:30,42954,21.61,48190,7.9,87.2,6.39,6.7,2.7
10003,2015-08-22 13:33:30,42955,21.37,48050,7.88,85.0,6.26,8.0,1.1
10004,2015-08-22 14:03:30,42956,21.49,48070,7.88,85.1,6.26,7.5,1.0
10005,2015-08-22 14:33:30,42957,21.46,48180,7.89,86.1,6.33,6.9,1.8
10006,2015-08-22 15:03:30,42958,21.3,48280,7.88,85.0,6.26,7.2,1.7
10007,2015-08-22 15:33:30,42959,21.4,48200,7.89,86.2,6.35,6.7,2.6
10008,2015-08-22 16:03:30,42960,21.57,48220,7.91,89.9,6.6,6.1,3.8
10009,2015-08-22 16:33:30,42961,21.45,48210,7.89,85.8,6.31,5.5,2.0
10010,2015-08-22 17:03:30,42962,21.34,48210,7.9,87.2,6.42,6.3,3.7
10011,2015-08-22 17:33:30,42963,21.26,48170,7.89,84.6,6.24,7.2,2.6
10012,2015-08-22 18:03:30,42964,21.33,48210,7.89,87.0,6.41,7.8,2.6
10013,2015-08-22 18:33:30,42965,21.2,48070,7.84,82.3,6.08,6.6,2.0
10014,2015-08-22 19:03:30,42966,21.13,48040,7.84,81.1,6.0,6.8,2.9
10015,2015-08-22 19:33:30,42967,21.24,47880,7.89,85.2,6.3,6.5,1.8
10016,2015-08-22 20:03:30,42968,21.35,47720,7.91,88.8,6.56,7.5,2.6
10017,2015-08-22 20:33:30,42969,21.34,47760,7.91,85.6,6.32,6.7,2.1
10018,2015-08-22 21:03:30,42970,21.2,47840,7.9,84.7,6.27,6.8,2.8
10019,2015-08-22 21:33:30,42971,21.15,47870,7.91,84.6,6.26,6.0,2.7
10020,2015-08-22 22:03:30,42972,21.09,47900,7.88,83.9,6.22,6.3,1.9
10021,2015-08-22 22:33:30,42973,21.06,47570,7.88,84.7,6.29,6.0,2.7
10022,2015-08-22 23:03:30,42974,21.08,47920,7.86,82.6,6.12,5.4,2.2
10023,2015-08-22 23:33:30,42975,21.07,48070,7.88,82.1,6.08,6.2,2.1
10024,2015-08-23 00:03:30,42976,21.05,48140,7.87,81.7,6.05,5.7,2.8
10025,2015-08-23 00:33:30,42977,21.1,48200,7.88,83.7,6.19,5.0,2.9
10026,2015-08-23 01:03:30,42978,20.97,48160,7.87,81.4,6.04,5.3,2.6
10027,2015-08-23 01:33:30,42979,20.96,48240,7.86,80.5,5.97,6.3,3.3
10028,2015-08-23 02:03:30,42980,20.9,48210,7.88,78.7,5.85,4.8,1.9
10029,2015-08-23 02:33:30,42981,20.87,48200,7.87,80.3,5.96,5.5,1.9
10030,2015-08-23 03:03:30,42982,20.82,48250,7.84,78.7,5.85,5.8,1.5
10031,2015-08-23 03:33:30,42983,20.82,48240,7.87,80.8,6.01,4.9,2.4
10032,2015-08-23 04:03:30,42984,20.73,48320,7.83,77.1,5.74,4.5,1.3
10033,2015-08-23 04:33:30,42985,20.69,48240,7.83,76.6,5.71,5.4,1.6
10034,2015-08-23 05:03:30,42986,20.66,48170,7.78,74.6,5.56,4.7,1.0
10035,2015-08-23 05:33:30,42987,20.63,48050,7.85,77.5,5.79,5.4,1.6
10036,2015-08-23 06:03:30,42988,20.6,47910,7.84,77.1,5.77,5.5,1.6
10037,2015-08-23 06:33:30,42989,20.6,47780,7.84,77.2,5.77,6.9,0.9
10038,2015-08-23 07:03:30,42990,20.73,47690,7.86,78.7,5.87,7.5,0.8
10039,2015-08-23 07:33:30,42991,20.89,47540,7.82,77.2,5.75,6.7,1.0
10040,2015-08-23 08:03:30,42992,20.94,47440,7.78,76.7,5.71,7.5,0.5
10041,2015-08-23 08:33:30,42993,21.12,47200,7.83,80.8,6.0,7.7,0.7
10042,2015-08-23 09:03:30,42994,21.1,47210,7.85,81.5,6.06,7.0,1.1
10043,2015-08-23 09:33:30,42995,21.28,47220,7.9,85.5,6.33,9.1,1.7
10044,2015-08-23 10:03:30,42996,21.35,47230,7.91,86.5,6.4,7.0,0.7
10045,2015-08-23 10:33:30,42997,21.37,47220,7.88,86.1,6.37,6.6,1.0
10046,2015-08-23 11:03:30,42998,21.54,47330,7.87,86.2,6.36,7.0,2.0
10047,2015-08-23 11:33:30,42999,21.72,47450,7.89,87.7,6.44,6.6,2.0
10048,2015-08-23 12:03:30,43000,21.84,47680,7.91,88.9,6.51,5.7,3.2
10049,2015-08-23 12:33:30,43001,22.21,47810,7.92,91.2,6.63,7.8,3.3
10050,2015-08-23 13:03:30,43002,22.05,47880,7.91,89.1,6.49,6.7,4.2
10051,2015-08-23 13:33:30,43003,21.95,48080,7.91,88.3,6.44,6.1,4.1
10052,2015-08-23 14:03:30,43004,22.12,48060,7.91,90.2,6.56,7.9,4.1
10053,2015-08-23 14:33:30,43005,22.02,48120,7.92,89.9,6.55,5.9,4.3
10054,2015-08-23 15:03:30,43006,21.99,48100,7.94,89.3,6.51,7.1,3.8
10055,2015-08-23 15:33:30,43007,21.95,48080,7.93,89.6,6.53,8.8,3.0
10056,2015-08-23 16:03:30,43008,21.84,48130,7.91,88.1,6.44,6.5,3.3
10057,2015-08-23 16:33:30,43009,21.73,48180,7.89,87.6,6.41,8.3,4.0
10058,2015-08-23 17:03:30,43010,21.86,48220,7.91,89.9,6.56,5.8,3.8
10059,2015-08-23 17:33:30,43011,21.71,48180,7.88,86.6,6.34,6.0,3.5
10060,2015-08-23 18:03:30,43012,21.56,48110,7.87,84.4,6.2,6.5,4.3
10061,2015-08-23 18:33:30,43013,21.53,48140,7.9,87.1,6.4,6.4,3.8
10062,2015-08-23 19:03:30,43014,21.45,48120,7.87,85.5,6.29,5.9,3.7
10063,2015-08-23 19:33:30,43015,21.39,48060,7.82,81.2,5.98,6.0,2.8
10064,2015-08-23 20:03:30,43016,21.33,48000,7.82,80.2,5.92,8.1,3.1
10065,2015-08-23 20:33:30,43017,21.35,47970,7.81,82.3,6.07,5.6,2.8
10066,2015-08-23 21:03:30,43018,21.34,47930,7.81,82.5,6.08,6.4,3.6
10067,2015-08-23 21:33:30,43019,21.3,47880,7.79,80.6,5.95,7.2,3.0
10068,2015-08-23 22:03:30,43020,21.22,47920,7.81,80.0,5.92,4.7,3.2
10069,2015-08-23 22:33:30,43021,21.12,47550,7.87,83.5,6.2,4.0,3.5
10070,2015-08-23 23:03:30,43022,21.14,47630,7.89,84.8,6.28,4.1,3.0
10071,2015-08-23 23:33:30,43023,21.07,47690,7.92,84.9,6.3,5.6,3.0
10072,2015-08-24 00:03:30,43024,21.13,47650,7.86,83.9,6.22,6.8,3.3
10073,2015-08-24 00:33:30,43025,21.19,47660,7.87,83.1,6.16,6.9,3.9
10074,2015-08-24 01:03:30,43026,21.07,47190,7.86,81.3,6.05,6.3,3.8
10075,2015-08-24 01:33:30,43027,21.14,47510,7.87,82.8,6.14,6.1,2.8
10076,2015-08-24 02:03:30,43028,21.11,47470,7.84,80.5,5.98,6.4,3.1
10077,2015-08-24 02:33:30,43029,20.52,46340,7.87,81.5,6.15,3.8,3.0
10078,2015-08-24 03:03:30,43030,20.9,47180,7.86,79.4,5.92,4.2,2.3
10079,2015-08-24 03:33:30,43031,20.76,47310,7.84,79.4,5.94,5.1,2.2
10080,2015-08-24 04:03:30,43032,20.99,47790,7.85,80.9,6.01,5.7,2.3
10081,2015-08-24 04:33:30,43033,21.06,48080,7.87,80.1,5.94,4.9,2.6
10082,2015-08-24 05:03:30,43034,21.07,48110,7.88,82.2,6.09,4.7,2.9
10083,2015-08-24 05:33:30,43035,20.97,48180,7.85,78.3,5.81,4.6,2.3
10084,2015-08-24 06:03:30,43036,20.99,48150,7.8,77.2,5.73,6.2,2.3
10085,2015-08-24 06:33:30,43037,20.87,48080,7.81,77.2,5.74,7.1,1.7
10086,2015-08-24 07:03:30,43038,20.96,47960,7.85,78.6,5.84,5.3,1.3
10087,2015-08-24 07:33:30,43039,21.09,47810,7.85,79.1,5.87,6.6,1.4
10088,2015-08-24 08:03:30,43040,21.06,47710,7.85,78.9,5.86,8.1,1.4
10089,2015-08-24 08:33:30,43041,21.13,47570,7.85,79.3,5.88,9.7,1.4
10090,2015-08-24 09:03:30,43042,21.32,47390,7.91,83.3,6.16,9.5,1.7
10091,2015-08-24 09:33:30,43043,21.31,47200,7.94,84.6,6.26,6.0,1.1
10092,2015-08-24 10:03:30,43044,21.41,47170,7.91,84.8,6.27,6.2,2.3
10093,2015-08-24 10:33:30,43045,21.67,47140,7.93,89.7,6.6,6.5,2.2
10094,2015-08-24 11:03:30,43046,21.84,47140,7.96,90.5,6.64,6.2,1.8
10095,2015-08-24 11:33:30,43047,21.82,47150,7.98,90.4,6.64,7.0,2.6
10096,2015-08-24 12:03:30,43048,22.11,47180,7.98,93.6,6.84,7.6,2.7
10097,2015-08-24 12:33:30,43049,22.43,47050,7.89,92.2,6.7,10.2,2.8
10098,2015-08-24 13:03:30,43050,22.54,47440,7.92,93.5,6.77,11.6,3.5
10099,2015-08-24 13:33:30,43051,23.31,47780,7.96,97.8,6.97,7.0,4.8
10100,2015-08-24 14:03:30,43052,23.87,47860,7.97,98.7,6.97,7.9,6.2
10101,2015-08-24 14:33:30,43053,23.57,47910,7.98,100.4,7.12,10.1,8.8
10102,2015-08-24 15:03:30,43054,23.18,48020,7.99,100.0,7.14,9.4,7.7
10103,2015-08-24 15:33:30,43055,22.71,48190,7.99,96.8,6.96,7.4,7.1
10104,2015-08-24 16:03:30,43056,22.7,48320,7.98,97.8,7.03,7.1,7.0
10105,2015-08-24 16:33:30,43057,22.57,48030,7.97,94.4,6.81,11.4,5.1
10106,2015-08-24 17:03:30,43058,22.55,48240,7.99,98.2,7.08,6.0,19.0
10107,2015-08-24 17:33:30,43059,22.25,48100,7.95,94.3,6.84,7.8,5.4
10108,2015-08-24 18:03:30,43060,22.23,48190,7.96,94.6,6.86,6.6,6.6
10109,2015-08-24 18:33:30,43061,22.12,48230,7.92,86.7,6.3,4.0,4.4
10110,2015-08-24 19:03:30,43062,21.97,48270,7.92,88.9,6.47,5.9,5.5
10111,2015-08-24 19:33:30,43063,21.87,48170,7.92,88.1,6.43,7.6,4.7
10112,2015-08-24 20:03:30,43064,21.85,48100,7.91,87.1,6.37,7.8,3.9
10113,2015-08-24 20:33:30,43065,21.81,48060,7.88,86.0,6.29,5.9,3.9
10114,2015-08-24 21:03:30,43066,21.76,47920,7.89,83.9,6.15,9.6,2.9
10115,2015-08-24 21:33:30,43067,21.72,47870,7.85,82.7,6.06,8.0,3.1
10116,2015-08-24 22:03:30,43068,21.52,47790,7.88,83.6,6.15,5.8,3.0
10117,2015-08-24 22:33:30,43069,21.49,47670,7.87,81.9,6.03,7.8,3.0
10118,2015-08-24 23:03:30,43070,21.48,47640,7.82,80.5,5.93,6.3,1.6
10119,2015-08-24 23:33:30,43071,21.38,47470,7.89,83.3,6.16,6.0,2.6
10120,2015-08-25 00:03:30,43072,21.42,47480,7.9,84.1,6.21,4.7,2.3
10121,2015-08-25 00:33:30,43073,21.39,47530,7.93,85.4,6.3,5.7,2.9
10122,2015-08-25 01:03:30,43074,21.34,47530,7.92,85.5,6.32,6.1,2.1
10123,2015-08-25 01:33:30,43075,21.42,47750,7.9,84.4,6.22,5.2,3.0
10124,2015-08-25 02:03:30,43076,21.48,47880,7.91,83.9,6.18,5.4,2.6
10125,2015-08-25 02:33:30,43077,21.5,47920,7.87,83.5,6.15,7.1,2.9
10126,2015-08-25 03:03:30,43078,21.55,48030,7.9,83.9,6.16,5.8,3.4
10127,2015-08-25 03:33:30,43079,21.56,48050,7.91,82.9,6.09,6.7,3.0
10128,2015-08-25 04:03:30,43080,21.41,47860,7.9,83.0,6.12,4.5,1.8
10129,2015-08-25 04:33:30,43081,21.34,47830,7.84,76.5,5.65,7.0,2.0
10130,2015-08-25 05:03:30,43082,21.32,47900,7.86,79.4,5.86,3.9,1.4
10131,2015-08-25 05:33:30,43083,21.35,47940,7.89,82.6,6.09,6.4,3.4
10132,2015-08-25 06:03:30,43084,21.36,47990,7.88,82.3,6.07,5.7,2.6
10133,2015-08-25 06:33:30,43085,21.38,48050,7.91,81.7,6.02,5.2,2.4
10134,2015-08-25 07:03:30,43086,21.55,48220,7.87,80.0,5.87,6.8,1.5
10135,2015-08-25 07:33:30,43087,21.61,48160,7.88,80.3,5.89,5.4,1.9
10136,2015-08-25 08:03:30,43088,21.54,47990,7.87,79.6,5.85,6.3,2.1
10137,2015-08-25 08:33:30,43089,21.57,47860,7.88,81.0,5.96,6.9,1.6
10138,2015-08-25 09:03:30,43090,21.67,47690,7.88,83.5,6.13,7.1,1.2
10139,2015-08-25 09:33:30,43091,21.78,47580,7.9,84.4,6.19,6.6,1.1
10140,2015-08-25 10:03:30,43092,21.94,47390,7.92,86.5,6.33,6.3,1.2
10141,2015-08-25 10:33:30,43093,22.04,47200,7.95,87.9,6.42,7.1,0.9
10142,2015-08-25 11:03:30,43094,22.22,47040,7.95,90.8,6.62,9.6,1.4
10143,2015-08-25 11:33:30,43095,22.35,46980,7.94,91.5,6.66,21.4,2.4
10144,2015-08-25 12:03:30,43096,22.57,46920,7.98,94.2,6.83,10.6,2.0
10145,2015-08-25 12:33:30,43097,22.8,47000,7.99,95.9,6.92,14.5,3.0
10146,2015-08-25 13:03:30,43098,22.8,47050,8.0,97.1,7.0,12.8,2.1
10147,2015-08-25 13:27:20,43099,22.8,47050,8.0,97.1,7.0,12.8,2.1
10148,2015-08-25 13:33:30,43100,22.76,46130,7.83,99.6,7.22,7.8,4.3
10149,2015-08-25 14:03:30,43101,23.11,46110,7.82,101.1,7.29,8.8,3.9
10150,2015-08-25 14:33:30,43102,23.76,46550,7.84,104.8,7.45,8.8,8.9
10151,2015-08-25 15:03:30,43103,24.04,46760,7.84,104.2,7.36,8.4,7.4
10152,2015-08-25 15:33:30,43104,23.39,46870,7.83,101.5,7.25,8.7,8.0
10153,2015-08-25 16:03:30,43105,22.95,47150,7.82,99.7,7.17,8.0,7.9
10154,2015-08-25 16:33:30,43106,23.04,46880,7.82,99.4,7.15,10.7,7.3
10155,2015-08-25 17:03:30,43107,22.71,47030,7.81,97.0,7.01,9.4,5.4
10156,2015-08-25 17:33:30,43108,22.51,47280,7.79,95.2,6.9,8.1,4.1
10157,2015-08-25 18:03:30,43109,22.43,47360,7.8,94.3,6.84,8.1,4.3
10158,2015-08-25 18:33:30,43110,22.54,47560,7.82,95.6,6.91,7.8,4.4
10159,2015-08-25 19:03:30,43111,22.46,47530,7.8,95.0,6.88,6.9,5.6
10160,2015-08-25 19:33:30,43112,22.33,47430,7.79,92.7,6.74,8.1,4.7
10161,2015-08-25 20:03:30,43113,22.34,47250,7.79,93.6,6.8,7.7,4.6
10162,2015-08-25 20:33:30,43114,22.32,47100,7.78,92.8,6.75,7.8,3.0
10163,2015-08-25 21:03:30,43115,22.26,47000,7.78,91.7,6.68,8.1,3.1
10164,2015-08-25 21:33:30,43116,22.21,46930,7.77,91.0,6.64,7.8,2.7
10165,2015-08-25 22:03:30,43117,22.04,46780,7.78,90.3,6.61,7.8,2.6
10166,2015-08-25 22:33:30,43118,22.0,46730,7.77,90.1,6.6,7.1,2.9
10167,2015-08-25 23:03:30,43119,21.94,46640,7.75,89.2,6.54,7.2,2.4
10168,2015-08-25 23:33:30,43120,21.9,46510,7.76,89.7,6.59,6.9,2.2
10169,2015-08-26 00:03:30,43121,21.93,46310,7.72,88.6,6.51,8.5,1.7
10170,2015-08-26 00:33:30,43122,21.89,46170,7.76,89.1,6.56,7.5,2.5
10171,2015-08-26 01:03:30,43123,21.87,46030,7.81,91.8,6.76,5.6,2.8
10172,2015-08-26 01:33:30,43124,21.86,46190,7.79,90.8,6.69,9.9,2.2
10173,2015-08-26 02:03:30,43125,21.78,46250,7.79,90.1,6.64,6.0,2.7
10174,2015-08-26 02:33:30,43126,21.8,46470,7.77,88.7,6.53,7.0,1.9
10175,2015-08-26 03:03:30,43127,21.86,46440,7.74,88.3,6.49,8.0,2.0
10176,2015-08-26 03:33:30,43128,21.92,46680,7.74,88.1,6.47,6.0,2.4
10177,2015-08-26 04:03:30,43129,22.06,46370,7.72,85.9,6.3,5.1,2.4
10178,2015-08-26 04:33:30,43130,22.62,46790,7.76,87.4,6.33,5.1,2.0
10179,2015-08-26 05:03:30,43131,22.41,46920,7.77,87.7,6.38,5.5,2.3
10180,2015-08-26 05:33:30,43132,22.37,47010,7.75,86.7,6.3,5.2,2.2
10181,2015-08-26 06:03:30,43133,22.18,47030,7.75,86.7,6.32,6.4,2.7
10182,2015-08-26 06:33:30,43134,22.28,47310,7.77,87.6,6.37,6.0,2.5
10183,2015-08-26 07:03:30,43135,22.31,47430,7.77,87.9,6.39,6.1,1.1
10184,2015-08-26 07:33:30,43136,22.23,47390,7.77,87.3,6.35,7.0,2.6
10185,2015-08-26 08:03:30,43137,22.22,47230,7.74,87.0,6.34,8.6,2.5
10186,2015-08-26 08:33:30,43138,22.22,47080,7.74,87.1,6.35,8.4,0.9
10187,2015-08-26 09:03:30,43139,22.17,46960,7.76,87.2,6.36,8.8,1.7
10188,2015-08-26 09:33:30,43140,22.2,46790,7.75,87.9,6.41,8.4,1.7
10189,2015-08-26 10:03:30,43141,22.21,46590,7.77,88.8,6.49,9.4,1.0
10190,2015-08-26 10:33:30,43142,22.27,46390,7.77,89.7,6.55,10.7,1.4
10191,2015-08-26 11:03:30,43143,22.32,46210,7.76,90.3,6.6,10.5,1.0
10192,2015-08-26 11:33:30,43144,22.34,46030,7.75,89.9,6.57,12.8,2.2
10193,2015-08-26 12:03:30,43145,22.43,45910,7.82,93.3,6.8,8.5,3.3
10194,2015-08-26 12:33:30,43146,22.52,45840,7.82,94.9,6.92,7.8,3.8
10195,2015-08-26 13:03:30,43147,22.74,45700,7.85,98.1,7.12,7.6,4.2
10196,2015-08-26 13:33:30,43148,22.86,45790,7.85,99.4,7.2,8.0,4.0
10197,2015-08-26 14:03:30,43149,23.1,45870,7.86,101.0,7.29,8.9,4.5
10198,2015-08-26 14:33:30,43150,23.42,45820,7.84,101.0,7.24,10.1,4.9
10199,2015-08-26 15:03:30,43151,23.55,46270,7.82,100.7,7.19,9.0,6.6
10200,2015-08-26 15:33:30,43152,24.16,46600,7.81,100.0,7.06,9.0,7.1
10201,2015-08-26 16:03:30,43153,23.5,46750,7.81,97.6,6.97,10.0,6.3
10202,2015-08-26 16:33:30,43154,23.06,47200,7.79,93.8,6.73,10.0,4.9
10203,2015-08-26 17:03:30,43155,22.87,47460,7.77,91.5,6.59,12.1,3.2
10204,2015-08-26 17:33:30,43156,22.87,47620,7.78,91.5,6.58,12.6,2.3
10205,2015-08-26 18:03:30,43157,22.93,47730,7.82,93.2,6.69,10.3,2.2
10206,2015-08-26 18:33:30,43158,22.78,47620,7.79,91.0,6.55,10.9,3.4
10207,2015-08-26 19:03:30,43159,22.82,47700,7.8,91.6,6.59,9.8,1.9
10208,2015-08-26 19:33:30,43160,22.85,47740,7.8,91.6,6.58,10.0,2.6
10209,2015-08-26 20:03:30,43161,22.82,47700,7.78,90.5,6.51,9.6,2.9
10210,2015-08-26 20:33:30,43162,22.69,47550,7.77,90.0,6.49,10.3,1.8
10211,2015-08-26 21:03:30,43163,22.67,47440,7.76,89.2,6.44,9.8,2.4
10212,2015-08-26 21:33:30,43164,22.69,47280,7.76,89.6,6.47,9.5,2.6
10213,2015-08-26 22:03:30,43165,22.67,47090,7.77,90.0,6.51,9.2,2.6
10214,2015-08-26 22:33:30,43166,22.6,46940,7.76,89.6,6.49,9.6,2.4
10215,2015-08-26 23:03:30,43167,22.48,46750,7.78,89.5,6.5,8.8,2.4
10216,2015-08-26 23:33:30,43168,22.37,46600,7.76,89.2,6.5,8.4,1.6
10217,2015-08-27 00:03:30,43169,22.33,46350,7.78,89.6,6.54,8.4,2.4
10218,2015-08-27 00:33:30,43170,22.33,46210,7.78,90.2,6.59,8.2,1.9
10219,2015-08-27 01:03:30,43171,22.34,46080,7.75,88.9,6.49,9.1,2.7
10220,2015-08-27 01:33:30,43172,22.34,45920,7.7,87.9,6.42,9.0,1.7
10221,2015-08-27 02:03:30,43173,22.26,45900,7.8,91.3,6.68,6.2,2.1
10222,2015-08-27 02:33:30,43174,22.25,46070,7.79,90.6,6.63,7.7,2.1
10223,2015-08-27 03:03:30,43175,22.24,46200,7.77,89.2,6.52,7.9,2.4
10224,2015-08-27 03:33:30,43176,22.31,46410,7.75,87.9,6.41,8.5,2.2
10225,2015-08-27 04:03:30,43177,22.28,46520,7.75,88.2,6.44,8.1,2.3
10226,2015-08-27 04:33:30,43178,22.32,46600,7.74,87.6,6.39,7.8,2.2
10227,2015-08-27 05:03:30,43179,22.55,46900,7.75,86.6,6.28,6.8,2.0
10228,2015-08-27 05:33:30,43180,22.6,46980,7.74,86.3,6.25,7.1,0.5
10229,2015-08-27 06:03:30,43181,22.6,47370,7.76,86.2,6.23,7.3,2.3
10230,2015-08-27 06:33:30,43182,22.45,47120,7.74,85.8,6.23,7.6,2.7
10231,2015-08-27 07:03:30,43183,22.59,47410,7.76,86.5,6.25,6.7,1.1
10232,2015-08-27 07:33:30,43184,22.61,47700,7.77,86.6,6.25,8.8,1.9
10233,2015-08-27 08:03:30,43185,22.63,47740,7.76,85.8,6.19,9.2,1.6
10234,2015-08-27 08:33:30,43186,22.59,47400,7.75,85.9,6.21,9.5,1.6
10235,2015-08-27 09:03:30,43187,22.61,47290,7.74,86.0,6.22,10.4,1.6
10236,2015-08-27 09:33:30,43188,22.64,47140,7.75,86.4,6.25,10.3,1.5
10237,2015-08-27 10:03:30,43189,22.65,46970,7.76,87.1,6.31,11.2,1.4
10238,2015-08-27 10:33:30,43190,22.69,46720,7.75,87.9,6.37,10.0,0.8
10239,2015-08-27 11:03:30,43191,22.72,46500,7.74,88.6,6.42,10.3,1.4
10240,2015-08-27 11:33:30,43192,22.77,46230,7.76,89.7,6.5,13.1,1.3
10241,2015-08-27 12:03:30,43193,22.83,46020,7.76,90.2,6.53,12.3,1.6
10242,2015-08-27 12:33:30,43194,22.99,45880,7.75,91.6,6.62,12.5,2.6
10243,2015-08-27 13:03:30,43195,23.22,45670,7.8,94.1,6.78,10.0,1.6
10244,2015-08-27 13:33:30,43196,23.35,45530,7.83,96.4,6.93,8.9,2.6
10245,2015-08-27 14:03:30,43197,23.46,45500,7.85,99.3,7.13,8.1,3.2
10246,2015-08-27 14:33:30,43198,23.53,45570,7.85,100.1,7.18,9.3,4.6
10247,2015-08-27 15:03:30,43199,23.91,45280,7.78,100.5,7.16,12.4,4.0
10248,2015-08-27 15:33:30,43200,23.87,45470,7.8,99.9,7.12,13.2,5.6
10249,2015-08-27 16:03:30,43201,23.68,46030,7.8,99.5,7.1,11.6,6.5
10250,2015-08-27 16:33:30,43202,23.73,46540,7.78,94.9,6.75,14.1,5.2
10251,2015-08-27 17:03:30,43203,23.22,47140,7.75,89.8,6.43,14.0,2.8
10252,2015-08-27 17:33:30,43204,23.18,47670,7.75,88.3,6.31,19.8,2.6
10253,2015-08-27 18:03:30,43205,23.32,47880,7.77,89.7,6.39,19.6,2.4
10254,2015-08-27 18:33:30,43206,23.38,48090,7.81,91.0,6.47,16.8,2.0
10255,2015-08-27 19:03:30,43207,23.38,48180,7.79,90.8,6.46,13.2,2.4
10256,2015-08-27 19:33:30,43208,23.36,48130,7.8,90.6,6.44,10.4,2.3
10257,2015-08-27 20:03:30,43209,23.36,48170,7.8,91.4,6.5,10.3,2.2
10258,2015-08-27 20:33:30,43210,23.32,48090,7.79,89.9,6.4,10.4,1.7
10259,2015-08-27 21:03:30,43211,23.23,47890,7.77,88.9,6.34,12.2,2.0
10260,2015-08-27 21:33:30,43212,23.16,47790,7.76,87.8,6.27,13.1,1.3
10261,2015-08-27 22:03:30,43213,23.04,47580,7.76,86.8,6.22,12.4,0.8
10262,2015-08-27 22:33:30,43214,23.01,47350,7.74,86.8,6.23,11.4,1.8
10263,2015-08-27 23:03:30,43215,23.01,47090,7.74,87.6,6.29,10.2,1.7
10264,2015-08-27 23:33:30,43216,22.96,46810,7.74,88.1,6.34,11.1,1.8
10265,2015-08-28 00:03:30,43217,22.87,46540,7.76,88.2,6.37,10.0,1.5
10266,2015-08-28 00:33:30,43218,22.8,46290,7.75,88.5,6.41,9.6,1.8
10267,2015-08-28 01:03:30,43219,22.75,46040,7.75,88.9,6.44,9.7,2.1
10268,2015-08-28 01:33:30,43220,22.73,45970,7.76,88.7,6.44,9.9,1.2
10269,2015-08-28 02:03:30,43221,22.73,45760,7.72,88.0,6.39,10.9,1.4
10270,2015-08-28 02:33:30,43222,22.72,45760,7.7,87.9,6.39,10.5,1.8
10271,2015-08-28 03:03:30,43223,22.64,45880,7.77,88.5,6.43,8.5,1.9
10272,2015-08-28 03:33:30,43224,22.64,45660,7.78,89.8,6.54,7.7,1.8
10273,2015-08-28 04:03:30,43225,22.63,45890,7.74,88.3,6.42,8.4,1.2
10274,2015-08-28 04:33:30,43226,22.72,46210,7.73,86.8,6.29,15.2,1.7
10275,2015-08-28 05:03:30,43227,22.67,46190,7.73,87.2,6.33,9.2,1.6
10276,2015-08-28 05:33:30,43228,22.68,46300,7.72,86.7,6.29,7.8,0.7
