,Unnamed: 0,TIMESTAMP,RECORD,Temp_degC,EC_uScm,pH,DO_Sat,DO_mg,Turbidity_NTU,Chloraphylla_ugL,PC1,PC2,PC3,PC4,PC5
15,6053,2015-06-01 07:33:30,39005,0.21393245865666552,-3.6007537092780506,0.648907915638001,83.0,6.48,-0.6948495570443091,0.30854330222904397,0.2530887421795139,-0.4450164932115442,-0.27835534637170906,0.0694626170485166,-0.22085459063487295
16,6054,2015-06-01 08:03:30,39006,0.23107901995523866,-3.6007537092780506,0.8003616670917371,83.9,6.55,-0.7587504654775685,0.44905619963883275,0.2674142423787377,-0.4618973092951,-0.2579941207929637,0.0572411860957602,-0.22185928766216753
17,6055,2015-06-01 08:33:30,39007,0.273945423201673,-3.042785434206436,0.8760885428186018,83.6,6.45,-0.6735492542332226,0.30854330222904397,0.25497856975400873,-0.4021035419157161,-0.21856743925694538,0.044092820236319843,-0.22540505386733853
18,6056,2015-06-01 09:03:30,39008,0.28680534417560205,-2.860534490087567,0.9518154185454665,83.7,6.44,-0.6096483457999633,0.33664588171100185,0.25196603268283724,-0.39138602099694,-0.19352189494533895,0.0402782849057649,-0.2232743880285868
19,6057,2015-06-01 09:33:30,39009,0.3039519054741767,-2.8997885395900926,1.0275422942723378,84.2,6.49,-0.5031468317445309,0.5052613586027483,0.25142018225517704,-0.4202232747237781,-0.17742198466595924,0.043992997263252356,-0.2159064369977133
20,6058,2015-06-01 10:03:30,39010,0.338245028071323,-2.939042589092618,1.0275422942723378,84.5,6.49,-0.07714077552280124,0.39285104067491744,0.21858449526638987,-0.42650807773641436,-0.1701759823757472,0.09745158618543519,-0.2259274806221752
21,6059,2015-06-01 10:33:30,39011,0.3768247909931133,-3.042785434206436,1.0275422942723378,85.1,6.54,-0.22624289520040647,0.44905619963883275,0.2282985299097362,-0.4397167937826942,-0.179637593295491,0.07996785056789708,-0.22956967561635624
22,6060,2015-06-01 11:03:30,39012,0.3939713522916864,-3.1493321399990055,1.1032691699992025,86.0,6.62,-0.11974138114497405,1.011107789277988,0.2302454563926396,-0.513724879858641,-0.1496189113150335,0.06298993438026385,-0.18635294369776825
23,6061,2015-06-01 11:33:30,39013,0.41111791359026106,-3.3512101088691373,1.1032691699992025,87.0,6.71,-0.09844107833388764,1.1797232661697348,0.2312823310566268,-0.5475170531120024,-0.15414517345375786,0.06385581095391366,-0.1787490429413699
24,6062,2015-06-01 12:03:30,39014,0.43683775553812076,-3.471776118055466,1.0275422942723378,87.1,6.72,-0.055840472711714835,1.151620686687777,0.22275190536395076,-0.5540880972897512,-0.16971226757272964,0.07310478738462424,-0.18192411677895276
25,6063,2015-06-01 12:33:30,39015,0.4797041587845551,-3.592342127241795,0.9518154185454665,87.5,6.75,-0.07714077552280124,1.264031004615608,0.21683761984588143,-0.5719250389093725,-0.17888530555535664,0.06675639365057123,-0.17393568072090873
26,6064,2015-06-01 13:03:30,39016,0.4839907991091976,-3.8867474985107373,0.8760885428186018,88.1,6.83,-0.18364228957823364,1.601261958399101,0.2209909789411913,-0.6138500636064749,-0.18743764970553545,0.05059720630223791,-0.14980858157603857
27,6065,2015-06-01 13:33:30,39017,0.5139972813817013,-4.158721984349665,0.8760885428186018,88.5,6.88,-0.18364228957823364,1.0673129482419037,0.2215437384828476,-0.585492758317776,-0.22630733657528404,0.08968283046548617,-0.20758508667133027
28,6066,2015-06-01 14:03:30,39018,0.5182839217063454,-4.436304191546096,0.8003616670917371,89.0,6.94,-0.09844107833388764,1.1797232661697348,0.21291976276201632,-0.6083372669434632,-0.23515310219005967,0.10152889100672385,-0.19955392609799477
29,6067,2015-06-01 14:33:30,39019,0.5440037636542051,-4.643789881773732,0.8003616670917371,90.4,7.06,-0.055840472711714835,1.4326464815073545,0.20872291385765074,-0.6361049334050456,-0.22611476715711487,0.09909285697874329,-0.18473650604154276
30,6068,2015-06-01 15:03:30,39020,0.5482904039788491,-4.736317284172542,0.8760885428186018,91.5,7.15,-0.11974138114497405,1.6855696968449745,0.21518517830049225,-0.6556327174972014,-0.20975778173580287,0.0855812110358693,-0.17151886219735954
31,6069,2015-06-01 15:33:30,39021,0.5311438426802745,-4.697063234670017,0.9518154185454665,92.3,7.22,-0.20494259238932006,2.584852240267623,0.21567769077699558,-0.7016052579619177,-0.14995140244689142,0.036687918092531635,-0.09872435429843712
32,6070,2015-06-01 16:03:30,39022,0.5011373604077707,-4.663416906524994,1.0275422942723378,91.5,7.17,-0.33274440925583887,1.601261958399101,0.23877254683484214,-0.6451856036575329,-0.20548416385104898,0.07342572306941922,-0.18467020886014868
33,6071,2015-06-01 16:33:30,39023,0.44969767651205134,-4.433500330867345,1.0275422942723378,90.4,7.07,-0.37534501487801186,1.5450567994351856,0.24619331572296907,-0.6315808515173243,-0.20423232892025434,0.0653340662073422,-0.1810578796565409
34,6072,2015-06-01 17:03:30,39024,0.4539843168366939,-4.24283780471222,0.8003616670917371,90.0,7.02,-0.35404471206692545,1.2078258456516924,0.231749824354695,-0.5937423837471806,-0.23655029267597838,0.07299546615781959,-0.19086893502678312
35,6073,2015-06-01 17:33:30,39025,0.402544632940973,-4.097037049417125,0.9518154185454665,90.2,7.03,-0.41794562050018486,1.3483387430614815,0.24853525113376512,-0.5977966394512916,-0.2120388493252856,0.0579229833418279,-0.18128794291832578
36,6074,2015-06-01 18:03:30,39026,0.39825799261633044,-3.869924334438226,1.1032691699992025,91.0,7.07,-0.48184652893344426,1.629364537881059,0.2596814715076485,-0.6093005509203111,-0.17214020500740157,0.028578076423255057,-0.15840114340295416
37,6075,2015-06-01 18:33:30,39027,0.37253815066847074,-3.606361430635554,1.0275422942723378,90.0,6.98,-0.48184652893344426,1.5450567994351856,0.2557354282743587,-0.5844336559526371,-0.1713058813432521,0.019728846999952657,-0.1498375173139805
38,6076,2015-06-01 19:03:30,39028,0.35967822969454016,-3.0988626477814725,1.1032691699992025,88.8,6.84,-0.41794562050018486,1.516954219953228,0.25138446039382933,-0.5487368475432797,-0.12933119304999335,0.001677302860896468,-0.1352340128774527
39,6077,2015-06-01 19:33:30,39029,0.34253166839596705,-2.9670811958801364,1.0275422942723378,86.5,6.65,-0.31144410644475246,0.9268000508321148,0.23836371213312513,-0.4795026425319835,-0.15689667010962802,0.04046836311783634,-0.18014204837732742
40,6078,2015-06-01 20:03:30,39030,0.2996652651495327,-2.8773576541600776,1.0275422942723378,86.1,6.63,-0.43924592331127127,0.5614665175666639,0.2474757064900248,-0.4260122265890512,-0.17169857377862868,0.04664696759720701,-0.20902671529788602
41,6079,2015-06-01 20:33:30,39031,0.3296717474220364,-2.6642642425749385,1.0275422942723378,85.7,6.57,-0.41794562050018486,0.6457742560125371,0.23813860430121744,-0.4156657812273216,-0.14936156719131521,0.030894898689949893,-0.1953316759934015
42,6080,2015-06-01 21:03:30,39032,0.3039519054741767,-2.5493059547461137,1.1032691699992025,86.3,6.61,-0.37534501487801186,0.786287153422326,0.24133277267395156,-0.4218843660647241,-0.12321399247343237,0.023714861221243735,-0.17986652698194222
43,6081,2015-06-01 21:33:30,39033,0.25679886190309836,-2.639029496466172,1.1789960457260673,87.0,6.68,-0.41794562050018486,0.6738768354944951,0.25689812812304524,-0.417314906545096,-0.12952375267166644,0.034917005585324054,-0.19654914969799533
44,6082,2015-06-01 22:03:30,39034,0.2353656602798827,-2.689498988683705,1.1789960457260673,87.0,6.7,-0.41794562050018486,0.8986974713501571,0.26109884077261564,-0.4462531348982601,-0.12412038371829012,0.02504491544880442,-0.17468485938682657
45,6083,2015-06-01 22:33:30,39035,0.21393245865666552,-2.759595505652501,1.1789960457260673,87.0,6.71,-0.09844107833388764,0.6457742560125371,0.24158808343267216,-0.4346719459473937,-0.1316977898210255,0.08104744109420532,-0.19649827470988523
46,6084,2015-06-01 23:03:30,39036,0.21393245865666552,-2.863338350766319,1.1032691699992025,86.7,6.7,-0.16234198676714726,0.7581845739403683,0.24347799334365022,-0.45316658779442714,-0.1466953166283378,0.07079255812666121,-0.185085718219791
47,6085,2015-06-01 23:33:30,39037,0.1967858973580924,-2.958669613843881,1.1032691699992025,86.7,6.71,-0.37534501487801186,0.786287153422326,0.26196637287260044,-0.458018773273326,-0.16028466809976524,0.05159614766665689,-0.18708781340981379
48,6086,2015-06-02 00:03:30,39038,0.17963933605951776,-3.025962270133925,1.0275422942723378,86.7,6.72,-0.35404471206692545,0.7300819944584104,0.2576423874863599,-0.4563664130187673,-0.1767686238042699,0.060502116448984254,-0.18770083493054118
49,6087,2015-06-02 00:33:30,39039,0.11533973118986776,-3.1941939108590347,0.9518154185454665,86.2,6.72,-0.33274440925583887,0.7019794149764528,0.25961720327377624,-0.4650188984667173,-0.1999829340474644,0.07527559622390821,-0.18535670798373274
50,6088,2015-06-02 01:03:30,39040,0.07675996826807746,-3.295132895294101,0.9518154185454665,85.2,6.66,-0.26884350082257963,0.44905619963883275,0.2591033085170312,-0.44810168261795075,-0.2159258797937695,0.10347592006062446,-0.2072013581574116
51,6089,2015-06-02 01:33:30,39041,0.01674700372307,-3.4325220685529407,0.8003616670917371,85.1,6.68,-0.18364228957823364,0.4209536201568751,0.24948353784979094,-0.4536375330777885,-0.2412368496303065,0.12121768723113496,-0.1971802391212665
52,6090,2015-06-02 02:03:30,39042,-0.02611939952336434,-3.525049470951751,0.7246347913648724,85.0,6.69,-0.24754319801149285,0.16803040481925513,0.2507688589564054,-0.4301426769035902,-0.2659590973433499,0.13350806297264772,-0.2119067384053717
53,6091,2015-06-02 02:33:30,39043,-0.08613236406837028,-3.7016926937131163,0.648907915638001,85.0,6.73,-0.26884350082257963,0.2242355637831707,0.2543284869321578,-0.4464373319227788,-0.2828371706453391,0.13727308169972677,-0.20252649798834935
54,6092,2015-06-02 03:03:30,39044,-0.13328540763944866,-3.8194548422206935,0.49745416418427163,84.2,6.7,-0.35404471206692545,0.3647484611929595,0.2546801650705444,-0.4619020403408821,-0.30216514788365473,0.1263341559809688,-0.18143456326183954
55,6093,2015-06-02 03:33:30,39045,-0.23616477543088896,-4.071802303308358,0.421727288457407,84.8,6.8,-0.35404471206692545,0.2242355637831707,0.2576170957442881,-0.4621591701952343,-0.32408997757985225,0.14678059272048696,-0.18547456985670036
56,6094,2015-06-02 04:03:30,39046,-0.3218975819237561,-4.223210779960957,0.421727288457407,84.7,6.82,-0.41794562050018486,-0.16920054896423797,0.26337108649812185,-0.4313384299601429,-0.3393268099500467,0.16813490182427923,-0.20839315305719489
57,6095,2015-06-02 04:33:30,39047,-0.304751020625183,-4.102644770774629,0.5731810399111363,85.7,6.89,-0.39664531768909844,0.3647484611929595,0.27749179795392864,-0.4781324539700807,-0.3087061902293042,0.14234003230664902,-0.1813638607545155
58,6096,2015-06-02 05:03:30,39048,-0.20187165283374117,-3.73814288253689,0.49745416418427163,84.7,6.74,-0.41794562050018486,0.9830052097960303,0.2665291268399857,-0.5106066947176787,-0.2771813843532832,0.08742778280494767,-0.12367411532250719
59,6097,2015-06-02 05:33:30,39049,-0.18472509153516806,-3.592342127241795,0.49745416418427163,84.4,6.7,-0.46054622612235785,0.6738768354944951,0.2656145290927729,-0.46848955916332496,-0.28493907384873457,0.0927756834799125,-0.14514134960610053
60,6098,2015-06-02 06:03:30,39050,-0.27474453835267926,-3.640007758780576,0.421727288457407,84.4,6.73,-0.48184652893344426,0.4209536201568751,0.2677505007105518,-0.4407727744072657,-0.3066966339610091,0.11024737501793032,-0.15404103289556298
61,6099,2015-06-02 06:33:30,39051,-0.23616477543088896,-3.396071879729167,0.5731810399111363,83.8,6.65,-0.43924592331127127,0.6176716765305795,0.27221032808123447,-0.44629529222188474,-0.2698866206353557,0.09338552351467139,-0.14276262346588398
62,6100,2015-06-02 07:03:30,39052,-0.15471860926266431,-3.1493321399990055,0.7246347913648724,84.7,6.67,-0.5031468317445309,0.5333639380847063,0.27680383813388837,-0.42006030910780456,-0.24182811372560467,0.07771003307676802,-0.15895613507274403
63,6101,2015-06-02 07:33:30,39053,-0.09041900439301433,-2.8941808182325888,0.8003616670917371,84.9,6.64,-0.5031468317445309,0.5333639380847063,0.2721786835582265,-0.399403285834761,-0.21401765008872223,0.06263905644366372,-0.16010657002454576
64,6102,2015-06-02 08:03:30,39054,-0.0732724430944412,-2.686695128004953,0.8760885428186018,84.4,6.59,-0.46054622612235785,0.5333639380847063,0.26915528463454236,-0.38191559600187414,-0.18739195655918808,0.0571126375791185,-0.15837811000705143
65,6103,2015-06-02 08:33:30,39055,-0.004686197900147168,-2.695106710041209,0.9518154185454665,84.5,6.57,-0.41794562050018486,0.33664588171100185,0.2642682160458386,-0.36738945793914474,-0.18353173567329134,0.07116363284650035,-0.18876780203695734
66,6104,2015-06-02 09:03:30,39056,0.0038870827491393947,-2.658656521217435,1.0275422942723378,85.0,6.6,-0.5883480429888767,0.33664588171100185,0.2800438862325921,-0.3604863279416164,-0.17594289336725571,0.05113606393519238,-0.19514366725978902
67,6105,2015-06-02 09:33:30,39057,-0.05612588179586655,-2.60538316832115,1.1032691699992025,85.9,6.69,-0.6522489514221361,0.3647484611929595,0.29496844874420364,-0.3552532361429882,-0.16437697676797558,0.044781570826832734,-0.1908188104293342
68,6106,2015-06-02 10:03:30,39058,-0.0003995575755031255,-2.594167725606143,1.1032691699992025,85.9,6.67,-0.43924592331127127,0.2242355637831707,0.27375931329066244,-0.347514541026222,-0.16113707520172837,0.07282897885114628,-0.20709684097606468
69,6107,2015-06-02 10:33:30,39059,0.0553267666448603,-2.5969715862848948,1.1789960457260673,86.3,6.69,-0.16234198676714726,0.16803040481925513,0.2538993371354925,-0.35503080393107567,-0.14334107141301408,0.1056512200546972,-0.22060091052673747
70,6108,2015-06-02 11:03:30,39060,0.08104660859271999,-2.7455762022587415,1.1789960457260673,87.5,6.78,0.07196134415480436,0.5895690970486216,0.2414411402009031,-0.426447144117392,-0.1304841533123328,0.11151622474242695,-0.18682642795150767
71,6109,2015-06-02 11:33:30,39061,0.11105309086522372,-2.8156727192275377,1.1789960457260673,87.6,6.79,-0.24754319801149285,0.5895690970486216,0.26332227919175094,-0.42514885151391674,-0.14687771524230106,0.07677471313003574,-0.19667032434150836
72,6110,2015-06-02 12:03:30,39062,0.11105309086522372,-2.9362387284138665,1.2547229214529318,89.0,6.91,-0.034540169900628054,0.8424923123862416,0.25762412416538544,-0.4724095819914313,-0.12902655537029126,0.09123795042558477,-0.18042667622311664
73,6111,2015-06-02 12:33:30,39063,0.11533973118986776,-3.1100780904964798,1.2547229214529318,90.4,7.04,-0.18364228957823364,0.8143897329042838,0.2706892990427202,-0.4811900851430126,-0.14878880686358217,0.08444184812047437,-0.19214667307845051
74,6112,2015-06-02 13:03:30,39064,0.12391301183915433,-3.227840239004057,1.1789960457260673,91.0,7.09,-0.22624289520040647,1.0392103687599459,0.26960013570671854,-0.5115698780111294,-0.15691025423360547,0.07057053251934359,-0.17150766650375676
75,6113,2015-06-02 13:33:30,39065,0.1453462134623715,-3.3708371336204004,1.2547229214529318,92.0,7.18,-0.41794562050018486,1.1235181072058191,0.28648931184905846,-0.5282840874491894,-0.1588698248598172,0.05291985047430386,-0.17800362196568714
76,6114,2015-06-02 14:03:30,39066,0.1453462134623715,-3.561499659775525,1.1032691699992025,92.7,7.26,-0.39664531768909844,1.0392103687599459,0.2769323262727241,-0.5321058424614219,-0.19162975352631562,0.06700970115275932,-0.18210652843669042
77,6115,2015-06-02 14:33:30,39067,0.12391301183915433,-3.7830046533969197,1.1032691699992025,93.4,7.34,-0.48184652893344426,0.7300819944584104,0.2844882693708247,-0.5158476344943609,-0.22024341948492493,0.08703112507882008,-0.21477395341344943
78,6116,2015-06-02 15:03:30,39068,0.12391301183915433,-3.942824712085774,1.0275422942723378,94.3,7.42,-0.39664531768909844,1.1235181072058191,0.2755299005647391,-0.5635044687267715,-0.21647289297027983,0.07993490235016919,-0.18084110782067828
79,6117,2015-06-02 15:33:30,39069,0.1196263715145118,-4.0886254673808695,1.0275422942723378,95.4,7.53,-0.46054622612235785,1.0673129482419037,0.27942994470520055,-0.5655119233843042,-0.2271044878258036,0.08367358000654257,-0.19016057319153948
80,6118,2015-06-02 16:03:30,39070,0.04675348599557373,-4.181152869779679,1.1789960457260673,96.7,7.67,-0.6096483457999633,1.5450567994351856,0.2989230740685124,-0.6055981504749125,-0.1964209920172929,0.05574497005985777,-0.15772894112946512
81,6119,2015-06-02 16:33:30,39071,0.04675348599557373,-3.9960980649820588,1.2547229214529318,95.9,7.58,-0.48184652893344426,1.74177485580889,0.2960004099687279,-0.616319825976152,-0.16664304614922978,0.04847968299628872,-0.1379367131781178
82,6120,2015-06-02 17:03:30,39072,0.038180205346287174,-3.7633776286456566,1.1032691699992025,93.5,7.37,-0.41794562050018486,0.9549026303140727,0.2884607550165041,-0.5343526011401476,-0.21029162821024242,0.08461803833349553,-0.1880394396853664
83,6121,2015-06-02 17:33:30,39073,0.01246036339842748,-3.640007758780576,1.1032691699992025,93.5,7.36,-0.35404471206692545,1.151620686687777,0.28624430357077507,-0.5446508466344462,-0.1932589174718893,0.07570282702468505,-0.1640140390235117
84,6122,2015-06-02 18:03:30,39074,-0.09041900439301433,-3.693281111676861,1.4061766729066612,95.7,7.57,-0.5883480429888767,1.376441322543439,0.3250670141038893,-0.5638224083535766,-0.1598872859165384,0.05300685353619185,-0.15942407001559786
85,6123,2015-06-02 18:33:30,39075,0.06390004729414686,-2.9642773352013845,1.2547229214529318,91.5,7.12,-0.29014380363366604,1.2078258456516924,0.28022566538232635,-0.5033207064582293,-0.12336734375905294,0.04549132086102971,-0.14545478212905474
86,6124,2015-06-02 19:03:30,39076,0.038180205346287174,-2.826888161942545,1.2547229214529318,90.8,7.06,-0.39664531768909844,1.1797232661697348,0.2871905251195486,-0.4836403449328786,-0.11764990700268757,0.030559627724170417,-0.14100243267439735
87,6125,2015-06-02 19:33:30,39077,0.021033644047714045,-2.683891267326201,1.1789960457260673,89.1,6.92,-0.22624289520040647,1.0954155277238615,0.26893592558971335,-0.4637980371430139,-0.1141707403369787,0.04678693577882962,-0.1337740675848343
88,6126,2015-06-02 20:03:30,39078,-0.021832759198720294,-2.4988364625285806,1.1789960457260673,87.9,6.82,-0.11974138114497405,0.786287153422326,0.26029901961531854,-0.4124490438203038,-0.11026281044743255,0.07204718627378004,-0.15059332552896743
89,6127,2015-06-02 20:33:30,39079,-0.02611939952336434,-2.389485896057259,1.1789960457260673,87.5,6.78,-0.20494259238932006,0.7019794149764528,0.26360691776679485,-0.3882401121685924,-0.10720326740803388,0.06256391612285067,-0.15458881939583607
90,6128,2015-06-02 21:03:30,39080,0.0038870827491393947,-2.2156465339746454,1.1789960457260673,87.3,6.74,-0.09844107833388764,0.44905619963883275,0.24568518414849616,-0.3443454394164015,-0.09687399821933047,0.08120919818563697,-0.17302450306917927
91,6129,2015-06-02 21:33:30,39081,-0.008972838224789689,-2.1427461563270978,1.2547229214529318,87.7,6.76,-0.22624289520040647,0.5614665175666639,0.2612232618452521,-0.3466651126690651,-0.08030727901740273,0.057021004451987135,-0.16510595340427814
92,6130,2015-06-02 22:03:30,39082,-0.03897932049729342,-2.187607927187127,1.2547229214529318,87.9,6.8,-0.29014380363366604,0.5052613586027483,0.2700727086771903,-0.3416562738950716,-0.09016570373690258,0.057293690264898056,-0.17044310963989873
93,6131,2015-06-02 22:33:30,39083,-0.07755908341908371,-2.3446241251972295,1.2547229214529318,88.4,6.86,-0.013239867089541647,0.39285104067491744,0.2570307122645715,-0.35357542365621014,-0.10081423937558699,0.10724329554323622,-0.18082369388275515
94,6132,2015-06-02 23:03:30,39084,-0.08613236406837028,-2.425936084881033,1.2547229214529318,88.3,6.87,0.4340664919432744,0.4771587791207907,0.22544781507579,-0.3855745897162373,-0.08674287200914783,0.15951629327766642,-0.16755618829906813
95,6133,2015-06-02 23:33:30,39085,-0.09041900439301433,-2.470797855741062,1.1789960457260673,88.4,6.88,-0.18364228957823364,0.786287153422326,0.2709768359180177,-0.4042974241177607,-0.11188238254923566,0.0676604870467917,-0.14367640379970825
96,6134,2015-06-03 00:03:30,39086,-0.12471212699016059,-2.594167725606143,1.1032691699992025,87.8,6.86,-0.31144410644475246,0.7019794149764528,0.28041403348942257,-0.4001212143109094,-0.1413161023302596,0.06554128838479314,-0.1498070771852785
97,6135,2015-06-03 00:33:30,39087,-0.17615181088588147,-2.739968480901238,1.1032691699992025,87.1,6.82,-0.26884350082257963,0.44905619963883275,0.2842053512641993,-0.3862603098397909,-0.16403834004100246,0.09602975679120498,-0.17429271372832472
98,6136,2015-06-03 01:03:30,39088,-0.22330485445695833,-2.8661422114450703,1.0275422942723378,86.7,6.82,-0.29014380363366604,0.2523381432651286,0.2852429082297156,-0.3727901220907345,-0.19222289125386458,0.11287930183722142,-0.1866108415634622
99,6137,2015-06-03 01:33:30,39089,-0.2533113367294621,-2.9474541711288738,0.9518154185454665,86.0,6.78,-0.29014380363366604,0.05562008689142422,0.28161878224177733,-0.35617408820607444,-0.21424970799012052,0.12849581319521808,-0.1975056418590141
100,6138,2015-06-03 02:03:30,39090,-0.2918910996512524,-3.0820394837089617,0.8760885428186018,86.8,6.88,-0.20494259238932006,0.5333639380847063,0.28014785851249246,-0.42093787473361494,-0.2142674013532673,0.11686853000980538,-0.15232624421332405
101,6139,2015-06-03 02:33:30,39091,-0.3476174238716173,-3.1829784681440274,0.8003616670917371,86.3,6.86,-0.24754319801149285,0.3647484611929595,0.2825994444364817,-0.40694170561736687,-0.23847325273580725,0.1284716210220448,-0.16032901515334314
102,6140,2015-06-03 03:03:30,39092,-0.3990571077673367,-3.275505870542838,0.7246347913648724,85.5,6.82,-0.31144410644475246,0.16803040481925513,0.28498231205938274,-0.38881751212541643,-0.2619773642034339,0.1382640057874392,-0.16988172092437612
103,6141,2015-06-03 03:33:30,39093,-0.4504967916630576,-3.4213066258379334,0.5731810399111363,85.5,6.85,-0.33274440925583887,0.2523381432651286,0.28166817376136677,-0.4047763280191031,-0.2853944915383476,0.1377757067477283,-0.15297531679500215
104,6142,2015-06-03 04:03:30,39094,-0.5147963965327076,-3.5502842170605176,0.648907915638001,85.6,6.89,-0.39664531768909844,0.30854330222904397,0.29822300468985125,-0.4201956737583011,-0.28485601661510657,0.1376017473788414,-0.15365577715480905
105,6143,2015-06-03 04:33:30,39095,-0.6005292030255762,-3.623184594708065,0.648907915638001,86.1,6.97,-0.5031468317445309,0.16803040481925513,0.3104341442201425,-0.40580893382646355,-0.29624688674851934,0.14159093427378142,-0.15948142652976527
106,6144,2015-06-03 05:03:30,39096,-0.5833826417270016,-3.606361430635554,0.7246347913648724,86.2,6.97,-0.48184652893344426,0.2523381432651286,0.31400605855193336,-0.4162688133796027,-0.2843945916850887,0.13877940341494113,-0.15957304680494738
107,6145,2015-06-03 05:33:30,39097,-0.5490895191298554,-3.4185027651591815,0.648907915638001,85.8,6.9,-0.5457474373667037,0.786287153422326,0.31175029135949894,-0.4508264900265528,-0.2644868660658525,0.09303141411907642,-0.10775445183158942
108,6146,2015-06-03 06:03:30,39098,-0.4719299932862748,-3.1801746074652755,0.5731810399111363,85.5,6.83,-0.5670477401777902,0.6738768354944951,0.2984178684819871,-0.41750189902358065,-0.2630000285718382,0.08092978212363665,-0.10779663246847465
109,6147,2015-06-03 06:33:30,39099,-0.6648288078952262,-3.3231715020816193,0.7246347913648724,85.5,6.91,-0.6735492542332226,0.7581845739403683,0.33342977497303455,-0.43226760481779114,-0.25686187342104577,0.08527782355570243,-0.10124136381475127
110,6148,2015-06-03 07:03:30,39100,-0.5233696771819941,-3.1044703691389763,0.648907915638001,85.5,6.84,-0.6096483457999633,0.5614665175666639,0.30997228075961336,-0.39665873958243303,-0.256443714229038,0.08360937375944247,-0.11490626666050363
